TRIAL,TRIP.CODE,HAUL,MESH,RIG (port/starboard), CODEND (top/bottom),SPECIES,DISCARD,CATEGORY,SEX,RF,LENGTH.CM,N.AT.LENGTH,N.RAISED.HAUL,POSITION,CONDITION,LIGHTRIG,LIGHTS,YES,NO
C5979R,C5979R_2,1,87,P,U,HAD,N,1,U,1.00,35,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,U,HAD,N,1,U,1.00,37,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,U,HAD,N,1,U,1.00,39,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,U,HAD,N,1,U,1.00,42,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,U,HAD,N,1,U,1.00,43,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,U,WHG,N,1,U,1.00,31,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,U,WHG,N,1,U,1.00,33,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,U,WHG,N,1,U,1.00,35,2,2,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,U,WHG,N,1,U,1.00,43,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,U,NSQ,N,1,U,1.00,9,2,2,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,U,NSQ,N,1,U,1.00,10,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,U,NSQ,N,1,U,1.00,11,2,2,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,U,NSQ,N,1,U,1.00,12,2,2,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,U,NSQ,N,1,U,1.00,13,2,2,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,U,NSQ,N,1,U,1.00,14,2,2,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,U,NSQ,N,1,U,1.00,16,9,9,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,U,NSQ,N,1,U,1.00,17,5,5,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,U,NSQ,N,1,U,1.00,18,3,3,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,U,NSQ,N,1,U,1.00,19,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,U,NSQ,N,1,U,1.00,21,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,U,TUB,N,1,U,1.00,38,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,U,CTC,N,1,U,1.00,15,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,U,GUG,Y,1,U,1.00,16,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,U,GUG,Y,1,U,1.00,17,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,U,GUG,Y,1,U,1.00,18,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,U,GUG,Y,1,U,1.00,20,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,U,GUG,Y,1,U,1.00,29,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,U,HAD,Y,1,U,1.00,32,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,U,HAD,Y,1,U,1.00,33,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,U,HAD,Y,1,U,1.00,34,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,U,WHG,Y,1,U,1.00,31,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,U,WHG,Y,1,U,1.00,33,2,2,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,U,WHG,Y,1,U,1.00,34,2,2,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,U,WHG,Y,1,U,1.00,35,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,U,GUR,Y,1,U,1.00,19,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,U,GUR,Y,1,U,1.00,21,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,U,GUR,Y,1,U,1.00,27,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,U,HOM,Y,1,U,1.00,17,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,U,HOM,Y,1,U,1.00,20,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,U,HOM,Y,1,U,1.00,21,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,U,HOM,Y,1,U,1.00,23,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,U,POD,Y,1,U,1.00,16,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,U,POD,Y,1,U,1.00,17,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,U,POD,Y,1,U,1.00,18,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,U,POD,Y,1,U,1.00,19,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,U,BOF,Y,1,U,1.00,13,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,PLE,N,1,M,1.00,29,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,PLE,N,1,F,1.00,37,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,JOD,N,1,U,1.00,23,2,2,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,JOD,N,1,U,1.00,25,3,3,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,JOD,N,1,U,1.00,26,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,JOD,N,1,U,1.00,27,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,JOD,N,1,U,1.00,29,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,JOD,N,1,U,1.00,32,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,JOD,N,1,U,1.00,33,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,JOD,N,1,U,1.00,34,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,CTC,N,1,U,1.00,11,2,2,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,CTC,N,1,U,1.00,12,3,3,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,CTC,N,1,U,1.00,13,2,2,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,CTC,N,1,U,1.00,14,2,2,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,CTC,N,1,U,1.00,15,5,5,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,CTC,N,1,U,1.00,16,6,6,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,CTC,N,1,U,1.00,17,2,2,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,CTC,N,1,U,1.00,18,3,3,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,CTC,N,1,U,1.00,19,2,2,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,GUR,N,1,U,1.00,26,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,GUR,N,1,U,1.00,28,2,2,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,GUR,N,1,U,1.00,29,2,2,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,GUR,N,1,U,1.00,30,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,HAD,N,1,U,1.00,38,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,HAD,N,1,U,1.00,41,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,HAD,N,1,U,1.00,45,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,HAD,N,1,U,1.00,49,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,NSQ,N,1,U,1.00,10,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,NSQ,N,1,U,1.00,11,2,2,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,NSQ,N,1,U,1.00,12,6,6,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,NSQ,N,1,U,1.00,13,10,10,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,NSQ,N,1,U,1.00,14,16,16,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,NSQ,N,1,U,1.00,15,4,4,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,NSQ,N,1,U,1.00,16,5,5,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,NSQ,N,1,U,1.00,17,2,2,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,NSQ,N,1,U,1.00,18,2,2,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,NSQ,N,1,U,1.00,19,2,2,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,NSQ,N,1,U,1.00,20,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,NSQ,N,1,U,1.00,22,2,2,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,MEG,N,1,U,1.00,31,2,2,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,MEG,N,1,U,1.00,32,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,MEG,N,1,U,1.00,33,2,2,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,MEG,N,1,U,1.00,34,5,5,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,MEG,N,1,U,1.00,35,2,2,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,MEG,N,1,U,1.00,36,2,2,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,MEG,N,1,U,1.00,38,2,2,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,MEG,N,1,U,1.00,40,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,MEG,N,1,U,1.00,41,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,MEG,N,1,U,1.00,42,2,2,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,MEG,N,1,U,1.00,44,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,MEG,N,1,U,1.00,45,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,SOL,N,1,U,1.00,27,2,2,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,SOL,N,1,U,1.00,28,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,SOL,N,1,U,1.00,29,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,SOL,N,1,U,1.00,31,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,SOL,N,1,U,1.00,34,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,MON,N,1,U,1.00,24,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,MON,N,1,U,1.00,28,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,MON,N,1,U,1.00,30,2,2,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,MON,N,1,U,1.00,32,2,2,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,MON,N,1,U,1.00,34,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,MON,N,1,U,1.00,49,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,SOS,N,1,U,1.00,23,2,2,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,SOS,N,1,U,1.00,24,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,SOS,N,1,U,1.00,28,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,SOS,N,1,U,1.00,29,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,SCE,N,1,U,1.00,8.6,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,SCE,N,1,U,1.00,9.6,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,SCE,N,1,U,1.00,9.7,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,SCE,N,1,U,1.00,9.9,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,SCE,N,1,U,1.00,10,2,2,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,SCE,N,1,U,1.00,10.2,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,SCE,N,1,U,1.00,10.5,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,SCE,N,1,U,1.00,11,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,SCE,N,1,U,1.00,11.5,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,CRE,N,1,F,1.00,16.8,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,TUR,N,1,U,1.00,35,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,TUR,N,1,U,1.00,44,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,BLL,N,1,U,1.00,35,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,BLL,N,1,U,1.00,48,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,BLL,N,1,U,1.00,51,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,BLR,N,1,M,1.00,96,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,LSD,Y,1,M,1.30,58,1,1.3,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,LSD,Y,1,M,1.30,59,1,1.3,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,LSD,Y,1,M,1.30,60,1,1.3,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,LSD,Y,1,M,1.30,62,1,1.3,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,LSD,Y,1,M,1.30,63,2,2.6,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,LSD,Y,1,M,1.30,64,2,2.6,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,LSD,Y,1,M,1.30,65,2,2.6,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,LSD,Y,1,M,1.30,66,1,1.3,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,LSD,Y,1,M,1.30,68,1,1.3,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,LSD,Y,1,F,1.30,53,2,2.6,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,LSD,Y,1,F,1.30,55,1,1.3,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,LSD,Y,1,F,1.30,58,2,2.6,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,LSD,Y,1,F,1.30,59,1,1.3,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,LSD,Y,1,F,1.30,60,1,1.3,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,LSD,Y,1,F,1.30,61,3,3.9,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,LSD,Y,1,F,1.30,62,3,3.9,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,LSD,Y,1,F,1.30,63,3,3.9,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,LSD,Y,1,F,1.30,64,1,1.3,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,LSD,Y,1,F,1.30,67,1,1.3,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,LSD,Y,1,F,1.30,70,1,1.3,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,PLE,Y,1,M,1.30,22,1,1.3,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,PLE,Y,1,M,1.30,25,1,1.3,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,PLE,Y,1,F,1.30,22,1,1.3,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,MEG,Y,1,U,1.30,29,1,1.3,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,WHG,Y,1,U,1.30,22,1,1.3,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,WHG,Y,1,U,1.30,27,2,2.6,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,WHG,Y,1,U,1.30,28,1,1.3,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,WHG,Y,1,U,1.30,30,1,1.3,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,WHG,Y,1,U,1.30,31,1,1.3,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,WHG,Y,1,U,1.30,33,1,1.3,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,HAD,Y,1,U,1.30,35,1,1.3,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,HAD,Y,1,U,1.30,46,1,1.3,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,DAB,Y,1,U,1.30,23,1,1.3,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,DAB,Y,1,U,1.30,25,1,1.3,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,GUR,Y,1,U,1.30,16,1,1.3,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,GUR,Y,1,U,1.30,18,1,1.3,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,GUR,Y,1,U,1.30,19,4,5.2,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,GUR,Y,1,U,1.30,20,2,2.6,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,GUR,Y,1,U,1.30,21,6,7.8,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,GUR,Y,1,U,1.30,22,2,2.6,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,GUR,Y,1,U,1.30,23,4,5.2,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,GUR,Y,1,U,1.30,24,2,2.6,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,GUR,Y,1,U,1.30,25,3,3.9,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,CRE,Y,1,F,1.30,14.9,2,2.6,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,CRE,Y,1,F,1.30,18.6,1,1.3,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,CRE,Y,1,F,1.30,19,1,1.3,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,CRE,Y,1,F,1.30,19.4,1,1.3,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,SCR,Y,1,M,1.30,12.4,1,1.3,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,SCR,Y,1,M,1.30,12.9,1,1.3,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,SCR,Y,1,M,1.30,17.4,1,1.3,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,SCR,Y,1,M,1.30,17.7,1,1.3,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,SCR,Y,1,F,1.30,14.3,1,1.3,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,SCR,Y,1,F,1.30,15,1,1.3,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,SCR,Y,1,F,1.30,15.3,1,1.3,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,SCE,Y,1,U,1.30,8.5,1,1.3,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,SCE,Y,1,U,1.30,9,1,1.3,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,SCE,Y,1,U,1.30,9.4,1,1.3,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,NSQ,Y,1,U,1.30,17,1,1.3,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,LEM,Y,1,U,1.30,24,1,1.3,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,HAD,Y,1,U,1.30,54,1,1.3,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,BLR,Y,1,M,1.30,32,1,1.3,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,CRW,Y,1,M,1.00,9.2,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,COE,Y,1,U,1.00,131,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,P,L,COE,Y,1,U,1.00,157,1,1,F,M,S,NO,,
C5979R,C5979R_2,1,87,S,U,HAD,N,1,U,1.00,37,1,1,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,U,HAD,N,1,U,1.00,38,1,1,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,U,HAD,N,1,U,1.00,39,2,2,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,U,HAD,N,1,U,1.00,44,1,1,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,U,WHG,N,1,U,1.00,34,1,1,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,U,WHG,N,1,U,1.00,36,2,2,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,U,WHG,N,1,U,1.00,38,1,1,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,U,WHG,N,1,U,1.00,39,1,1,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,U,NSQ,N,1,U,1.00,12,3,3,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,U,NSQ,N,1,U,1.00,13,3,3,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,U,NSQ,N,1,U,1.00,14,5,5,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,U,NSQ,N,1,U,1.00,15,4,4,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,U,NSQ,N,1,U,1.00,16,2,2,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,U,NSQ,N,1,U,1.00,17,1,1,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,U,NSQ,N,1,U,1.00,18,1,1,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,U,NSQ,N,1,U,1.00,19,2,2,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,U,NSQ,N,1,U,1.00,20,1,1,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,U,NSQ,N,1,U,1.00,22,1,1,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,U,GUR,N,1,U,1.00,33,1,1,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,U,MON,N,1,U,1.00,37,1,1,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,U,WHG,Y,1,U,1.00,20,1,1,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,U,WHG,Y,1,U,1.00,21,1,1,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,U,WHG,Y,1,U,1.00,26,1,1,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,U,WHG,Y,1,U,1.00,27,2,2,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,U,WHG,Y,1,U,1.00,28,1,1,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,U,WHG,Y,1,U,1.00,29,6,6,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,U,WHG,Y,1,U,1.00,30,4,4,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,U,WHG,Y,1,U,1.00,31,2,2,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,U,WHG,Y,1,U,1.00,32,3,3,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,U,WHG,Y,1,U,1.00,33,5,5,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,U,WHG,Y,1,U,1.00,34,2,2,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,U,WHG,Y,1,U,1.00,37,1,1,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,U,GUR,Y,1,U,1.00,20,1,1,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,U,GUR,Y,1,U,1.00,27,2,2,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,U,HAD,Y,1,U,1.00,31,1,1,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,U,HAD,Y,1,U,1.00,33,1,1,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,U,HAD,Y,1,U,1.00,34,1,1,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,U,HAD,Y,1,U,1.00,35,1,1,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,U,PTR,Y,1,F,1.00,81,1,1,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,U,LSD,Y,1,M,1.00,65,1,1,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,U,DAB,Y,1,U,1.00,22,1,1,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,L,PLE,N,1,M,1.00,30,1,1,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,L,PLE,N,1,M,1.00,31,1,1,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,L,PLE,N,1,F,1.00,28,1,1,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,L,PLE,N,1,F,1.00,30,1,1,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,L,PLE,N,1,F,1.00,31,1,1,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,L,JOD,N,1,U,1.00,21,1,1,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,L,JOD,N,1,U,1.00,24,1,1,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,L,JOD,N,1,U,1.00,26,3,3,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,L,JOD,N,1,U,1.00,27,2,2,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,L,JOD,N,1,U,1.00,28,1,1,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,L,JOD,N,1,U,1.00,29,1,1,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,L,JOD,N,1,U,1.00,31,2,2,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,L,JOD,N,1,U,1.00,32,1,1,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,L,JOD,N,1,U,1.00,36,2,2,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,L,CTC,N,1,U,1.00,11,1,1,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,L,CTC,N,1,U,1.00,12,2,2,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,L,CTC,N,1,U,1.00,13,1,1,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,L,CTC,N,1,U,1.00,14,2,2,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,L,CTC,N,1,U,1.00,15,1,1,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,L,CTC,N,1,U,1.00,16,6,6,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,L,CTC,N,1,U,1.00,17,4,4,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,L,CTC,N,1,U,1.00,18,2,2,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,L,CTC,N,1,U,1.00,21,1,1,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,L,NSQ,N,1,U,1.00,10,1,1,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,L,NSQ,N,1,U,1.00,11,2,2,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,L,NSQ,N,1,U,1.00,12,5,5,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,L,NSQ,N,1,U,1.00,13,2,2,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,L,NSQ,N,1,U,1.00,14,4,4,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,L,NSQ,N,1,U,1.00,15,4,4,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,L,NSQ,N,1,U,1.00,16,8,8,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,L,NSQ,N,1,U,1.00,17,3,3,F,M,S,YES,,
C5979R,C5979R_2,1,87,S,L,NSQ,N,1,U,1.00,18,5,5,F,M,S,YES,,
