TRIAL,TRIP.CODE,HAUL,MESH,RIG (port/starboard), CODEND (top/bottom),SPECIES,DISCARD,CATEGORY,SEX,RF,LENGTH.CM,N.AT.LENGTH,N.RAISED.HAUL,POSITION,CONDITION,LIGHTRIG,LIGHTS,YES,NO
C5979R,C5979R_4,12,87,S,U,WHG,Y,1,U,1.00,34,4,4,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,U,WHG,Y,1,U,1.00,35,4,4,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,U,WHG,Y,1,U,1.00,37,1,1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,U,WHG,Y,1,U,1.00,38,2,2,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,U,HKE,Y,1,U,1.00,35,1,1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,PLE,N,1,M,1.00,33,2,2,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,PLE,N,1,F,1.00,33,1,1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,PLE,N,1,F,1.00,34,1,1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,PLE,N,1,F,1.00,40,1,1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,PLE,N,1,F,1.00,42,1,1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,PLE,N,1,F,1.00,43,1,1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,CUR,N,1,M,1.00,63,1,1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,CUR,N,1,F,1.00,51,1,1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,CTC,N,1,U,1.00,15,1,1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,CTC,N,1,U,1.00,16,2,2,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,CTC,N,1,U,1.00,18,1,1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,CTC,N,1,U,1.00,20,1,1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,NSQ,N,1,U,1.00,16,1,1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,HAD,N,1,U,1.00,39,1,1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,HAD,N,1,U,1.00,41,1,1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,HAD,N,1,U,1.00,42,1,1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,HAD,N,1,U,1.00,44,2,2,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,HAD,N,1,U,1.00,45,1,1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,HAD,N,1,U,1.00,50,1,1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,HAD,N,1,U,1.00,51,1,1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,HAD,N,1,U,1.00,55,1,1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,WHG,N,1,U,1.00,35,2,2,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,WHG,N,1,U,1.00,36,2,2,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,WHG,N,1,U,1.00,39,1,1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,WHG,N,1,U,1.00,42,1,1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,SOL,N,1,U,1.00,38,1,1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,MEG,N,1,U,1.00,28,1,1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,MEG,N,1,U,1.00,32,1,1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,MEG,N,1,U,1.00,33,1,1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,MEG,N,1,U,1.00,36,2,2,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,MEG,N,1,U,1.00,38,1,1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,MEG,N,1,U,1.00,40,1,1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,MEG,N,1,U,1.00,41,1,1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,MON,N,1,U,1.00,62,1,1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,TUB,N,1,U,1.00,32,1,1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,TUB,N,1,U,1.00,37,1,1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,BLL,N,1,U,1.00,40,1,1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,OCT,N,1,U,1.00,,1,1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,GUG,Y,1,U,2.10,21,1,2.1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,GUG,Y,1,U,2.10,22,1,2.1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,MEG,Y,1,U,2.10,38,1,2.1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,POD,Y,1,U,2.10,15,1,2.1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,POD,Y,1,U,2.10,17,1,2.1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,POD,Y,1,U,2.10,18,1,2.1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,POD,Y,1,U,2.10,19,3,6.3,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,POD,Y,1,U,2.10,22,1,2.1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,GUR,Y,1,U,2.10,19,1,2.1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,HAD,Y,1,U,2.10,27,1,2.1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,HAD,Y,1,U,2.10,28,2,4.2,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,HAD,Y,1,U,2.10,29,4,8.4,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,HAD,Y,1,U,2.10,30,1,2.1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,HAD,Y,1,U,2.10,31,8,16.8,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,HAD,Y,1,U,2.10,32,8,16.8,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,HAD,Y,1,U,2.10,33,8,16.8,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,HAD,Y,1,U,2.10,34,9,18.9,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,HAD,Y,1,U,2.10,35,4,8.4,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,HAD,Y,1,U,2.10,36,4,8.4,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,HAD,Y,1,U,2.10,37,5,10.5,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,HAD,Y,1,U,2.10,38,2,4.2,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,HAD,Y,1,U,2.10,39,3,6.3,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,HAD,Y,1,U,2.10,41,2,4.2,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,WHG,Y,1,U,2.10,28,2,4.2,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,WHG,Y,1,U,2.10,29,1,2.1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,WHG,Y,1,U,2.10,31,1,2.1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,WHG,Y,1,U,2.10,32,1,2.1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,WHG,Y,1,U,2.10,34,1,2.1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,WHG,Y,1,U,2.10,35,2,4.2,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,HKE,Y,1,U,2.10,29,1,2.1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,HKE,Y,1,U,2.10,30,1,2.1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,LSD,Y,1,M,2.10,48,1,2.1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,LSD,Y,1,F,2.10,40,1,2.1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,LSD,Y,1,F,2.10,46,1,2.1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,LSD,Y,1,F,2.10,51,2,4.2,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,LSD,Y,1,F,2.10,53,1,2.1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,LSD,Y,1,F,2.10,60,2,4.2,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,LSD,Y,1,F,2.10,62,1,2.1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,SDR,Y,1,F,2.10,46,1,2.1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,DAB,Y,1,U,2.10,25,1,2.1,H,N,S,YES,,
C5979R,C5979R_4,12,87,S,L,CDT,Y,1,U,2.10,27,1,2.1,H,N,S,YES,,
C5979R,C5979R_4,13,87,P,U,HKE,N,1,U,1.00,35,1,1,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,U,HAD,N,1,U,1.00,35,1,1,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,U,HAD,N,1,U,1.00,37,1,1,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,U,HAD,N,1,U,1.00,38,1,1,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,U,HAD,N,1,U,1.00,40,3,3,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,U,HAD,N,1,U,1.00,41,2,2,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,U,HAD,N,1,U,1.00,42,5,5,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,U,HAD,N,1,U,1.00,43,5,5,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,U,HAD,N,1,U,1.00,44,7,7,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,U,HAD,N,1,U,1.00,45,5,5,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,U,HAD,N,1,U,1.00,46,1,1,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,U,HAD,N,1,U,1.00,47,3,3,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,U,HAD,N,1,U,1.00,48,1,1,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,U,HAD,N,1,U,1.00,49,1,1,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,U,HAD,N,1,U,1.00,50,3,3,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,U,WHG,N,1,U,1.00,34,1,1,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,U,WHG,N,1,U,1.00,35,1,1,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,U,WHG,N,1,U,1.00,36,2,2,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,U,WHG,N,1,U,1.00,37,1,1,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,U,WHG,N,1,U,1.00,38,2,2,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,U,WHG,N,1,U,1.00,39,1,1,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,U,GUG,Y,1,U,6.00,24,1,6,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,U,HAD,Y,1,U,6.00,25,1,6,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,U,HAD,Y,1,U,6.00,26,1,6,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,U,HAD,Y,1,U,6.00,28,2,12,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,U,HAD,Y,1,U,6.00,29,6,36,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,U,HAD,Y,1,U,6.00,30,11,66,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,U,HAD,Y,1,U,6.00,31,11,66,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,U,HAD,Y,1,U,6.00,32,9,54,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,U,HAD,Y,1,U,6.00,33,11,66,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,U,HAD,Y,1,U,6.00,34,8,48,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,U,HAD,Y,1,U,6.00,35,8,48,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,U,HAD,Y,1,U,6.00,36,10,60,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,U,HAD,Y,1,U,6.00,37,8,48,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,U,HAD,Y,1,U,6.00,38,4,24,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,U,HAD,Y,1,U,6.00,40,1,6,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,U,HAD,Y,1,U,6.00,41,1,6,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,U,WHG,Y,1,U,6.00,29,2,12,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,U,WHG,Y,1,U,6.00,30,1,6,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,U,WHG,Y,1,U,6.00,31,1,6,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,U,WHG,Y,1,U,6.00,32,2,12,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,U,WHG,Y,1,U,6.00,35,2,12,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,PLE,N,1,M,1.00,30,1,1,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,PLE,N,1,M,1.00,34,1,1,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,PLE,N,1,F,1.00,33,1,1,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,PLE,N,1,F,1.00,34,1,1,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,PLE,N,1,F,1.00,36,1,1,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,CUR,N,1,M,1.00,51,1,1,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,CUR,N,1,M,1.00,55,1,1,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,CUR,N,1,M,1.00,56,1,1,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,CUR,N,1,M,1.00,60,1,1,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,CUR,N,1,F,1.00,50,1,1,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,CUR,N,1,F,1.00,51,2,2,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,CUR,N,1,F,1.00,52,1,1,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,JOD,N,1,U,1.00,40,1,1,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,CTC,N,1,U,1.00,10,1,1,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,CTC,N,1,U,1.00,12,1,1,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,CTC,N,1,U,1.00,13,1,1,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,CTC,N,1,U,1.00,14,4,4,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,CTC,N,1,U,1.00,16,2,2,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,CTC,N,1,U,1.00,17,4,4,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,CTC,N,1,U,1.00,19,1,1,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,CTC,N,1,U,1.00,20,1,1,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,HAD,N,1,U,1.00,38,1,1,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,HAD,N,1,U,1.00,41,2,2,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,HAD,N,1,U,1.00,42,1,1,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,HAD,N,1,U,1.00,43,3,3,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,HAD,N,1,U,1.00,44,3,3,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,HAD,N,1,U,1.00,45,2,2,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,HAD,N,1,U,1.00,46,4,4,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,HAD,N,1,U,1.00,47,3,3,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,HAD,N,1,U,1.00,48,2,2,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,HAD,N,1,U,1.00,49,3,3,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,HAD,N,1,U,1.00,51,1,1,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,WHG,N,1,U,1.00,37,1,1,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,WHG,N,1,U,1.00,38,2,2,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,WHG,N,1,U,1.00,41,1,1,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,LEM,N,1,U,1.00,23,1,1,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,LEM,N,1,U,1.00,27,1,1,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,MEG,N,1,U,1.00,30,1,1,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,MEG,N,1,U,1.00,31,1,1,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,MEG,N,1,U,1.00,32,1,1,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,MEG,N,1,U,1.00,38,2,2,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,MEG,N,1,U,1.00,39,1,1,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,MEG,N,1,U,1.00,40,1,1,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,MEG,N,1,U,1.00,41,1,1,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,MEG,N,1,U,1.00,42,1,1,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,SOL,N,1,U,1.00,26,1,1,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,SOL,N,1,U,1.00,31,1,1,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,SOL,N,1,U,1.00,32,1,1,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,MON,N,1,U,1.00,25,1,1,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,MON,N,1,U,1.00,27,1,1,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,MON,N,1,U,1.00,32,1,1,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,MON,N,1,U,1.00,34,2,2,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,MON,N,1,U,1.00,41,2,2,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,TUB,N,1,U,1.00,42,1,1,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,BLL,N,1,U,1.00,37,1,1,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,SDR,N,1,F,1.00,66,1,1,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,WIT,N,1,U,1.00,36,1,1,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,WHG,Y,1,U,6.00,25,1,6,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,WHG,Y,1,U,6.00,32,1,6,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,WHG,Y,1,U,6.00,33,3,18,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,WHG,Y,1,U,6.00,34,1,6,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,WHG,Y,1,U,6.00,36,1,6,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,POD,Y,1,U,6.00,19,1,6,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,HAD,Y,1,U,6.00,25,1,6,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,HAD,Y,1,U,6.00,28,2,12,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,HAD,Y,1,U,6.00,29,5,30,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,HAD,Y,1,U,6.00,30,3,18,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,HAD,Y,1,U,6.00,31,8,48,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,HAD,Y,1,U,6.00,32,7,42,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,HAD,Y,1,U,6.00,33,7,42,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,HAD,Y,1,U,6.00,34,7,42,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,HAD,Y,1,U,6.00,35,3,18,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,HAD,Y,1,U,6.00,36,4,24,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,HAD,Y,1,U,6.00,37,2,12,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,HAD,Y,1,U,6.00,38,2,12,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,HAD,Y,1,U,6.00,39,2,12,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,HAD,Y,1,U,6.00,40,1,6,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,HAD,Y,1,U,6.00,41,2,12,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,HAD,Y,1,U,6.00,43,1,6,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,GUG,Y,1,U,6.00,18,1,6,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,GUG,Y,1,U,6.00,20,3,18,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,GUG,Y,1,U,6.00,21,2,12,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,GUG,Y,1,U,6.00,22,2,12,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,GUG,Y,1,U,6.00,23,3,18,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,GUG,Y,1,U,6.00,24,3,18,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,GUG,Y,1,U,6.00,25,1,6,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,GUG,Y,1,U,6.00,26,2,12,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,GUG,Y,1,U,6.00,28,1,6,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,LSD,Y,1,M,6.00,45,1,6,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,LSD,Y,1,M,6.00,63,2,12,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,LSD,Y,1,M,6.00,76,1,6,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,LSD,Y,1,F,6.00,36,1,6,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,LSD,Y,1,F,6.00,47,1,6,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,LSD,Y,1,F,6.00,49,1,6,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,LSD,Y,1,F,6.00,55,2,12,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,LSD,Y,1,F,6.00,57,2,12,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,LSD,Y,1,F,6.00,60,1,6,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,LSD,Y,1,F,6.00,61,1,6,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,CUR,Y,1,M,6.00,44,1,6,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,CUR,Y,1,F,6.00,43,1,6,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,DAB,Y,1,U,6.00,25,1,6,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,SDS,Y,1,F,6.00,110,1,6,H,N,S,NO,,
C5979R,C5979R_4,13,87,P,L,CRW,Y,1,F,1.00,9.1,1,1,H,N,S,NO,,
C5979R,C5979R_4,13,87,S,U,HAD,N,1,U,1.00,40,1,1,H,N,S,YES,,
C5979R,C5979R_4,13,87,S,U,HAD,N,1,U,1.00,43,1,1,H,N,S,YES,,
C5979R,C5979R_4,13,87,S,U,HAD,N,1,U,1.00,44,2,2,H,N,S,YES,,
C5979R,C5979R_4,13,87,S,U,HAD,N,1,U,1.00,45,3,3,H,N,S,YES,,
C5979R,C5979R_4,13,87,S,U,WHG,N,1,U,1.00,34,1,1,H,N,S,YES,,
C5979R,C5979R_4,13,87,S,U,WHG,N,1,U,1.00,37,2,2,H,N,S,YES,,
C5979R,C5979R_4,13,87,S,U,WHG,N,1,U,1.00,38,2,2,H,N,S,YES,,
C5979R,C5979R_4,13,87,S,U,WHG,N,1,U,1.00,39,1,1,H,N,S,YES,,
C5979R,C5979R_4,13,87,S,U,WHG,N,1,U,1.00,40,2,2,H,N,S,YES,,
C5979R,C5979R_4,13,87,S,U,HAD,Y,1,U,2.33,27,2,4.66,H,N,S,YES,,
C5979R,C5979R_4,13,87,S,U,HAD,Y,1,U,2.33,28,5,11.65,H,N,S,YES,,
C5979R,C5979R_4,13,87,S,U,HAD,Y,1,U,2.33,29,6,13.98,H,N,S,YES,,
C5979R,C5979R_4,13,87,S,U,HAD,Y,1,U,2.33,30,5,11.65,H,N,S,YES,,
C5979R,C5979R_4,13,87,S,U,HAD,Y,1,U,2.33,31,8,18.64,H,N,S,YES,,
C5979R,C5979R_4,13,87,S,U,HAD,Y,1,U,2.33,32,9,20.97,H,N,S,YES,,
C5979R,C5979R_4,13,87,S,U,HAD,Y,1,U,2.33,33,7,16.31,H,N,S,YES,,
C5979R,C5979R_4,13,87,S,U,HAD,Y,1,U,2.33,34,13,30.29,H,N,S,YES,,
C5979R,C5979R_4,13,87,S,U,HAD,Y,1,U,2.33,35,4,9.32,H,N,S,YES,,
C5979R,C5979R_4,13,87,S,U,HAD,Y,1,U,2.33,36,4,9.32,H,N,S,YES,,
C5979R,C5979R_4,13,87,S,U,HAD,Y,1,U,2.33,37,1,2.33,H,N,S,YES,,
C5979R,C5979R_4,13,87,S,U,HAD,Y,1,U,2.33,38,6,13.98,H,N,S,YES,,
C5979R,C5979R_4,13,87,S,U,HAD,Y,1,U,2.33,39,2,4.66,H,N,S,YES,,
C5979R,C5979R_4,13,87,S,U,HAD,Y,1,U,2.33,40,1,2.33,H,N,S,YES,,
C5979R,C5979R_4,13,87,S,U,GUG,Y,1,U,2.33,21,1,2.33,H,N,S,YES,,
C5979R,C5979R_4,13,87,S,U,GUG,Y,1,U,2.33,22,1,2.33,H,N,S,YES,,
C5979R,C5979R_4,13,87,S,U,WHG,Y,1,U,2.33,26,1,2.33,H,N,S,YES,,
C5979R,C5979R_4,13,87,S,U,WHG,Y,1,U,2.33,27,3,6.99,H,N,S,YES,,
C5979R,C5979R_4,13,87,S,U,WHG,Y,1,U,2.33,28,4,9.32,H,N,S,YES,,
C5979R,C5979R_4,13,87,S,U,WHG,Y,1,U,2.33,29,3,6.99,H,N,S,YES,,
C5979R,C5979R_4,13,87,S,U,WHG,Y,1,U,2.33,30,2,4.66,H,N,S,YES,,
C5979R,C5979R_4,13,87,S,U,WHG,Y,1,U,2.33,31,5,11.65,H,N,S,YES,,
C5979R,C5979R_4,13,87,S,U,WHG,Y,1,U,2.33,32,2,4.66,H,N,S,YES,,
C5979R,C5979R_4,13,87,S,U,WHG,Y,1,U,2.33,33,4,9.32,H,N,S,YES,,
C5979R,C5979R_4,13,87,S,U,WHG,Y,1,U,2.33,34,1,2.33,H,N,S,YES,,
C5979R,C5979R_4,13,87,S,U,WHG,Y,1,U,2.33,35,3,6.99,H,N,S,YES,,
C5979R,C5979R_4,13,87,S,U,WHG,Y,1,U,2.33,36,3,6.99,H,N,S,YES,,
C5979R,C5979R_4,13,87,S,L,CUR,N,1,M,1.00,53,1,1,H,N,S,YES,,
